Candidato - nome de urna;SG_PARTIDO;DS_NACIONALIDADE;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;ST_DECLARAR_BENS
LEO BARÃO;SOLIDARIEDADE;BRASILEIRA NATA;40;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;N
LÊO BURGUES;PSL;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
LÉO CRUZ;PT;BRASILEIRA NATA;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
LÉO DO SALÃO;PODE;BRASILEIRA NATA;34;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
LEONARDO ANGELO DA ITATIAIA;CIDADANIA;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
LEONARDO DIAS;PMN;BRASILEIRA NATA;40;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;S
LEONARDO MARTINS TI LELEO;PSL;BRASILEIRA NATA;38;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
LEONARDO MATTOS;AVANTE;BRASILEIRA NATA;65;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
LEONARDO RODRIGUES;PMN;BRASILEIRA NATA;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LEONARDO SILVA;CIDADANIA;BRASILEIRA NATA;38;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;S
LEONARDO VINÍCIUS ARAÚJO;PDT;BRASILEIRA NATA;25;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;S
LEONARIO FELIX;PT;BRASILEIRA NATA;62;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;N
LEÔNCIO FERREIRA;DC;BRASILEIRA NATA;43;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
LEONEL RIBEIRO;PDT;BRASILEIRA NATA;34;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
LEONICE TOLENTINO;PTB;BRASILEIRA NATA;51;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;S
LEONOR FERREIRA;REPUBLICANOS;BRASILEIRA NATA;45;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
LEOZINHO A VOZ DO POVO;PTB;BRASILEIRA NATA;40;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
LEVITA SILVANA LEÃO;PTC;BRASILEIRA NATA;31;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
LICA DO BARREIRO;PATRIOTA;BRASILEIRA NATA;43;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
LILIAN DA EDUCAÇÃO;PTC;BRASILEIRA NATA;44;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
LINCOLN MIALARET;PMN;BRASILEIRA NATA;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LINDOMAR DO GÁS;PP;BRASILEIRA NATA;46;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;S
LOÍDE GONÇALVES;PODE;BRASILEIRA NATA;40;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
LOIRA DO BICHO;PDT;BRASILEIRA NATA;56;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
LORENA NIZER;PSL;BRASILEIRA NATA;25;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
LORRAINE GONÇALVES;PSDB;BRASILEIRA NATA;32;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
LORRANE RODRIGUES;PSD;BRASILEIRA NATA;27;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
LOURDES MARIA;PSL;BRASILEIRA NATA;50;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
LOURIVAL CONSTRUTOR;PTC;BRASILEIRA NATA;60;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;S
LÚ CAETANO;PTC;BRASILEIRA NATA;61;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
LU DAYRELL;PSDB;BRASILEIRA NATA;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LU EDUCADORA ;PDT;BRASILEIRA NATA;45;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
LÚ SILVA;PSDB;BRASILEIRA NATA;53;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
LUANA DA SORVETERIA;REDE;BRASILEIRA NATA;47;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;S
LUANNA RAMALHO;PC do B;BRASILEIRA NATA;24;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
LUCAS DO CAMPINHO;MDB;BRASILEIRA NATA;29;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
LUCAS DO VALE;REPUBLICANOS;BRASILEIRA NATA;22;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
LUCAS FREIRE;PROS;BRASILEIRA NATA;25;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;S
LUCAS GOMES;PTC;BRASILEIRA NATA;37;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
LUCAS JARDIM PRATES;PODE;BRASILEIRA NATA;29;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
LUCAS JUNIOR;PV;BRASILEIRA NATA;63;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;S
LUCAS PITTA;NOVO;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LUCAS RODRIGUES;NOVO;BRASILEIRA NATA;34;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
LUCAS SILVA;NOVO;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
LUCI GODOI;PATRIOTA;BRASILEIRA NATA;72;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
LUCIA ALCANTARA;REPUBLICANOS;BRASILEIRA NATA;56;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LUCIANA LANA;REDE;BRASILEIRA NATA;43;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
LUCIANA RESENDE;DEM;BRASILEIRA NATA;42;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
LUCIANA TAMEIRÃO;DC;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);PRETA;S
LUCIANA VAZ;PC do B;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
LUCIANA ZAMBALDI;PSB;BRASILEIRA NATA;49;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;N
LUCIANO BARCELOS;PSDB;BRASILEIRA NATA;45;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
LUCIANO DA ADEGA;PODE;BRASILEIRA NATA;45;MASCULINO;LÊ E ESCREVE;CASADO(A);PRETA;N
LÚCIO BOCÃO;PSDB;BRASILEIRA NATA;47;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
LÚCIO JORGE;CIDADANIA;BRASILEIRA NATA;66;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PRETA;N
LÚCIO PIRES ;PSC;BRASILEIRA NATA;55;MASCULINO;LÊ E ESCREVE;CASADO(A);PARDA;S
LUÍS EVANGELISTA;PSOL;BRASILEIRA NATA;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
LUÍS QUADROS;REDE;BRASILEIRA NATA;37;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
LUIZ BALBINO;PDT;BRASILEIRA NATA;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LUIZ CARLOS;PC do B;BRASILEIRA NATA;61;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;S
LUIZ CARLOS VENCEDOR;PSC;BRASILEIRA NATA;34;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PARDA;N
LUIZ FREIRE;PROS;BRASILEIRA NATA;56;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
LUIZ GAZOLLA;NOVO;BRASILEIRA NATA;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LUIZ HENRIQUE;REPUBLICANOS;BRASILEIRA NATA;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LUIZ HENRIQUE DA LUIZ VIDAS;PSC;BRASILEIRA NATA;31;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;S
LUIZA FERNANDES;PSC;BRASILEIRA NATA;24;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
LUIZA SATHELER;PATRIOTA;BRASILEIRA NATA;54;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LUZIA FERREIRA;PTC;BRASILEIRA NATA;60;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MACAÉ EVARISTO;PT;BRASILEIRA NATA;55;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
MACALÉ DO CHUP CHUP;PROS;BRASILEIRA NATA;45;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
MADRINHA GISLENE LOURDES;SOLIDARIEDADE;BRASILEIRA NATA;41;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;N
MAÉRCIO OLIVEIRA;PSB;BRASILEIRA NATA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MAGALI FONSECA;PV;BRASILEIRA NATA;58;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MAGALI SAMPAIO;PV;BRASILEIRA NATA;61;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
MAGRÃO;PL;BRASILEIRA NATA;46;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
MAGUIL COSTA;PATRIOTA;BRASILEIRA NATA;44;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;N
MAKOTA CASSIA KIDOIALE;PSOL;BRASILEIRA NATA;51;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;S
MALU LOPES;MDB;BRASILEIRA NATA;65;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;S
MANINHO FÉLIX;PSD;BRASILEIRA NATA;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
MANUEL ARNESINO;PT;BRASILEIRA NATA;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
MARA;MDB;BRASILEIRA NATA;62;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
MARCELA RICARDO;NOVO;BRASILEIRA NATA;35;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
MARCELA SANTANA;PDT;BRASILEIRA NATA;42;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MARCELA TRÓPIA;NOVO;BRASILEIRA NATA;26;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MARCELA VALENTE;PSL;BRASILEIRA NATA;37;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
MARCÉLIA CARVALHO;PTB;BRASILEIRA NATA;39;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;N
MARCELINHO;AVANTE;BRASILEIRA NATA;39;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
MARCELO AGUIAR;NOVO;BRASILEIRA NATA;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
MARCELO CACIANO;PSC;BRASILEIRA NATA;35;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
MARCELO CARVALHO;PTC;BRASILEIRA NATA;59;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;S
MARCELO DA LOTÉRICA;PTC;BRASILEIRA NATA;42;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;S
MARCELO DAS LIVESBR;PSB;BRASILEIRA NATA;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MARCELO DINIZ;PP;BRASILEIRA NATA;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MARCELO DO ESCOLAR;PTC;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
MARCELO QUEIROZ;PODE;BRASILEIRA NATA;51;MASCULINO;LÊ E ESCREVE;CASADO(A);PARDA;S
MARCELO SANTOS;DEM;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MARCELO ZAMBIA;PODE;BRASILEIRA NATA;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
MARCIA ALVES;DEM;BRASILEIRA NATA;43;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
MARCIA BRAGA;PATRIOTA;BRASILEIRA NATA;53;FEMININO;LÊ E ESCREVE;DIVORCIADO(A);BRANCA;N
MARCIA CATIGURIA;DEM;BRASILEIRA NATA;52;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);SEM INFORMAÇÃO;S
MÁRCIA DA FARMÁCIA;PATRIOTA;BRASILEIRA NATA;59;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
MARCIA PRUDENTE;PV;BRASILEIRA NATA;52;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
MARCÍLIO;PTB;BRASILEIRA NATA;39;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
MARCINHO DO JORNAL NOROESTE;PL;BRASILEIRA NATA;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MARCIO ALMEIDA DA AMBULÂNCIA;SOLIDARIEDADE;BRASILEIRA NATA;66;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
MÁRCIO ANDRADE;PP;BRASILEIRA NATA;37;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MÁRCIO BOMBOM;PSC;BRASILEIRA NATA;51;MASCULINO;LÊ E ESCREVE;CASADO(A);PARDA;N
MARCIO CASTOR;PRTB;BRASILEIRA NATA;53;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
MÁRCIO DA ONG;PTC;BRASILEIRA NATA;42;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;S
MÁRCIO MARTINS ATOR;MDB;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;N
MARCIO ROBERTO;PL;BRASILEIRA NATA;52;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
MARCIO TEODORO;PSC;BRASILEIRA NATA;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
MÁRCIO TIA PENHA;DEM;BRASILEIRA NATA;48;MASCULINO;LÊ E ESCREVE;CASADO(A);SEM INFORMAÇÃO;S
MARCO ROCHA;DEM;BRASILEIRA NATA;66;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MARCOS;PSB;BRASILEIRA NATA;60;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PRETA;S
MARCOS AURÉLIO VOLTA COBRADOR;PTC;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MARCOS BARRETO;PTC;BRASILEIRA NATA;54;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
MARCOS BORGES;PTB;BRASILEIRA NATA;40;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;S
MARCOS CRISPIM;PSC;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
MARCOS LIMA POLICIAL FEDERAL;PP;BRASILEIRA NATA;47;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MARCOS LOPES;PTB;BRASILEIRA NATA;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
MARCOS MENDES;PMN;BRASILEIRA NATA;46;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MARCOS OLIVEIRA;PC do B;BRASILEIRA NATA;38;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
MARCOS PAULO  PORKIN;REDE;BRASILEIRA NATA;46;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
MARCOS SARITA;PATRIOTA;BRASILEIRA NATA;49;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);PARDA;S
MARCUS  LIMA;PRTB;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
MARCUS PAYXÃO;PROS;BRASILEIRA NATA;24;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
MARCUS RUSSO;AVANTE;BRASILEIRA NATA;43;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;S
MARCYA LOPES;PMN;BRASILEIRA NATA;55;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MARDEN PIMENTA;PTB;BRASILEIRA NATA;56;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
MARGARETH MEG;PROS;BRASILEIRA NATA;54;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MARIA ALICE;PROS;BRASILEIRA NATA;69;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MARIA ANTONIA DA UMCA;PSL;BRASILEIRA NATA;34;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
MARIA AUXILIADORA  DODORA;PMN;BRASILEIRA NATA;64;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);BRANCA;S
MARIA CLARA;PROS;BRASILEIRA NATA;26;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;S
MARIA DA CONSOLAÇÃO;PSOL;BRASILEIRA NATA;57;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);PRETA;S
MARIA DO PROJETO;AVANTE;BRASILEIRA NATA;54;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PRETA;S
MARIA ELISA MEDEIROS;SOLIDARIEDADE;BRASILEIRA NATA;38;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MARIA LUCIA SCARPELLI;PSD;BRASILEIRA NATA;73;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MARIA NEIDE;PV;BRASILEIRA NATA;55;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
MARIA SUELY DELEGADA;PMN;BRASILEIRA NATA;65;FEMININO;ENSINO MÉDIO INCOMPLETO;VIÚVO(A);PRETA;S
MARIAH BROCHADO;REDE;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MARIANA BATISTA;PP;BRASILEIRA NATA;32;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MARIANNA VERSIANI;PCB;BRASILEIRA NATA;28;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
MARILDA PORTELA;CIDADANIA;BRASILEIRA NATA;62;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;S
MARILDA SILVA;PSB;BRASILEIRA NATA;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
MARILENE TEIXEIRA;PRTB;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MARINA BARROS;REDE;BRASILEIRA NATA;40;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
MARINA PORCARO;PV;BRASILEIRA NATA;43;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MARINALVA DO MIX BURGUER;PL;BRASILEIRA NATA;49;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
MARISA DO BOLO;PATRIOTA;BRASILEIRA NATA;53;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
MARISVALDO DO FERRO VELHO;MDB;BRASILEIRA NATA;55;MASCULINO;LÊ E ESCREVE;VIÚVO(A);PARDA;S
MARLENE DE SOUZA;PV;BRASILEIRA NATA;66;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);PARDA;S
MARLI DO PROJETO;PSB;BRASILEIRA NATA;59;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;N
MARLI SAÚDE;PC do B;BRASILEIRA NATA;59;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
MARLON SILVEIRA;REDE;BRASILEIRA NATA;36;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
MARLÚCIA - TIA LÚ;REDE;BRASILEIRA NATA;43;FEMININO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PRETA;S
MARQUIM DO PAPAGAIO;SOLIDARIEDADE;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO INCOMPLETO;DIVORCIADO(A);PARDA;S
MARQUINHO;PSDB;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
MARQUINHO FICHE;PTC;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MARQUINHOS DA FEIRA HIPPIE;DEM;BRASILEIRA NATA;61;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;S
MARQUINHOS NAVES;SOLIDARIEDADE;BRASILEIRA NATA;55;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
MARTA DIAS;PTC;BRASILEIRA NATA;54;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
MARTINHO GREGORIO ;PMN;BRASILEIRA NATA;61;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MARY SANTOS LORA DA COMUNIDADE;PTB;BRASILEIRA NATA;43;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;S
MARY SOARES DO SINTEL;PT;BRASILEIRA NATA;27;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
MATEUS CARVALHO;PATRIOTA;BRASILEIRA NATA;38;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
MATEUS DO ÔNIBUS;PROS;BRASILEIRA NATA;41;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
MAURICIO - MAURICINHO;PSDB;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
MAURICIO DO CHURRASCO;PSDB;BRASILEIRA NATA;45;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;S
MAURICIO DOS PASSOS;PSL;BRASILEIRA NATA;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
MAURÍCIO MARQUES;CIDADANIA;BRASILEIRA NATA;42;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;S
MAURICIO VIDAL;PSL;BRASILEIRA NATA;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
MAURICIO VITOR;PV;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
MAURÍLIO PEDROSA;PROS;BRASILEIRA NATA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
MAURILIO QUEIROZ;NOVO;BRASILEIRA NATA;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MAURO ANTÔNIO;MDB;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
MAURO SCARPONI;PSB;BRASILEIRA NATA;68;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PARDA;S
MAURO SIM;PSL;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
MAX DO VALE;PROS;BRASILEIRA NATA;39;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
MAX LOTUS;SOLIDARIEDADE;BRASILEIRA NATA;45;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
MAX PÉ DE CACHORRO COCA COLA;PL;BRASILEIRA NATA;60;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
MEIRE DO BARREIRO;PSDB;BRASILEIRA NATA;56;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);PARDA;N
MEIRE SILVA;PDT;BRASILEIRA NATA;53;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
MELISSA;PROS;BRASILEIRA NATA;18;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
MENDONÇA;PP;BRASILEIRA NATA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
MESTRE CHICOREBA;PC do B;BRASILEIRA NATA;59;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
MESTRE LIM;PV;BRASILEIRA (NATURALIZADA);74;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);AMARELA;S
MICAELA;PL;BRASILEIRA NATA;32;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
MICHEL DA MELK;PROS;BRASILEIRA NATA;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
MICHELE INACIA;PTC;BRASILEIRA NATA;37;FEMININO;LÊ E ESCREVE;CASADO(A);BRANCA;S
MICHELINE OLIVEIRA;PODE;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);BRANCA;S
MICHELLE DA CRECHE;PP;BRASILEIRA NATA;41;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
MIGUEL BISCOITEIRO;DEM;BRASILEIRA NATA;46;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);SEM INFORMAÇÃO;S
